service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3025,0,0,0,0,0,0,1,20190106,20190303
4238,0,0,0,0,0,0,1,20190324,20190331
4093,1,1,1,1,1,0,0,20190319,20190405
4097,0,0,0,0,0,1,0,20190323,20190406
3482,1,1,1,1,1,0,0,20190107,20190318
4094,0,0,0,0,0,1,0,20190112,20190316
4119,1,1,1,1,1,0,1,20190319,20190405
4118,1,1,1,1,1,0,1,20190106,20190318
4104,0,0,0,0,0,1,1,20190106,20190317
4103,0,0,0,0,0,1,1,20190323,20190406
4187,1,1,1,1,1,0,0,20190305,20190405
4189,1,1,1,1,1,0,0,20190107,20190304
4117,0,0,0,0,0,0,1,20190310,20190331
4116,0,0,0,0,0,0,1,20190106,20190303
4204,1,1,1,1,1,1,1,20190106,20190304
4203,1,1,1,1,1,1,1,20190305,20190406
4254,0,0,0,0,0,1,1,20190202,20190303
4214,1,1,1,1,1,1,1,20190323,20190406
4252,0,0,0,0,0,1,1,20190323,20190406
4211,1,1,1,1,1,0,0,20190305,20190404
4205,1,1,1,1,0,0,0,20190107,20190304
4226,1,1,1,1,1,0,1,20190305,20190318
4224,1,1,1,1,1,0,1,20190319,20190405
4227,1,1,1,1,1,0,1,20190106,20190304
4208,0,0,0,0,0,1,1,20190308,20190317
4210,0,0,0,0,1,1,1,20190106,20190303
4247,1,1,1,1,0,0,0,20190319,20190404
4245,1,1,1,1,0,0,0,20190107,20190304
4212,0,0,0,0,0,1,1,20190322,20190406
4250,1,1,1,1,0,0,0,20190305,20190318
4179,1,1,1,1,1,0,0,20190107,20190215
4192,0,0,0,0,1,0,0,20190308,20190405
4180,1,1,1,1,1,0,0,20190325,20190405
4191,0,0,0,0,1,0,0,20190111,20190301
4156,1,1,1,1,1,1,0,20190118,20190318
4157,1,1,1,1,1,1,0,20190107,20190117
4112,1,1,1,1,1,1,0,20190107,20190126
4113,1,1,1,1,1,1,0,20190319,20190406
4114,1,1,1,1,1,1,0,20190128,20190318
4177,1,1,1,1,1,1,1,20190128,20190406
1717,1,1,1,1,1,0,0,20190107,20190125
1725,1,1,1,1,1,0,0,20190128,20190405
4122,0,0,0,0,0,1,1,20190323,20190406
4246,0,0,0,0,1,1,1,20190106,20190317
4248,0,0,0,0,1,1,1,20190322,20190406
3706,1,1,1,1,1,1,0,20190107,20190406
3694,1,1,1,1,1,1,1,20190106,20190406
3715,0,0,0,0,0,0,1,20190106,20190331
3693,1,1,1,1,1,1,1,20190106,20190406
4699,0,0,0,0,0,1,1,20190106,20190406
4668,0,0,0,0,0,1,1,20190106,20190406
4670,1,1,1,1,1,0,0,20190107,20190405
4666,1,1,1,1,1,0,0,20190107,20190405
1800,1,1,1,1,1,1,1,20190106,20190406
4838,1,1,1,1,1,1,1,20190106,20190406
4797,0,0,0,0,0,0,1,20190324,20190331
3739,0,0,0,0,0,1,1,20190106,20190406
3745,1,1,1,1,1,1,1,20190106,20190406
221,0,0,0,0,0,0,1,20190106,20190331
3772,1,1,1,1,1,0,0,20190107,20190405
3755,1,1,1,1,1,0,0,20190121,20190222
1798,1,1,1,1,1,0,1,20190106,20190405
3754,1,1,1,1,1,0,0,20190107,20190405
3699,1,1,1,1,1,1,0,20190107,20190405
3986,1,1,1,1,1,0,0,20190107,20190405
3703,1,1,1,1,1,0,0,20190107,20190405
3791,1,1,1,1,1,0,0,20190107,20190405
3790,1,1,1,1,1,0,0,20190121,20190222
1192,1,1,1,1,1,0,0,20190204,20190222
3989,1,1,1,1,1,0,0,20190121,20190125
3988,1,1,1,1,1,0,0,20190128,20190201
3682,1,1,1,1,1,0,0,20190107,20190405
3773,0,0,0,0,0,0,1,20190210,20190310
3998,1,1,1,1,1,0,0,20190107,20190405
3774,0,0,0,0,0,1,1,20190106,20190406
3723,1,1,1,1,1,0,0,20190107,20190405
3976,1,1,1,1,1,0,0,20190107,20190405
3721,1,1,1,1,1,1,1,20190106,20190405
3718,1,1,1,1,1,0,0,20190107,20190405
3907,1,1,1,1,1,0,0,20190107,20190405
3897,1,1,1,1,1,0,0,20190211,20190405
3911,0,0,0,0,1,0,0,20190111,20190405
3910,1,1,1,1,0,0,0,20190107,20190404
3743,0,0,0,0,1,0,0,20190111,20190405
1102,1,1,1,1,0,0,0,20190204,20190404
3955,0,0,0,0,1,0,0,20190107,20190405
3759,1,1,1,1,0,0,0,20190107,20190404
3701,1,1,1,1,1,0,0,20190107,20190405
3761,0,0,0,0,1,0,0,20190111,20190203
3964,0,0,1,0,0,0,0,20190206,20190220
3963,0,1,1,1,1,0,0,20190108,20190405
3750,0,1,0,1,0,0,0,20190108,20190404
3753,1,0,1,0,1,0,0,20190107,20190405
3760,1,1,1,1,1,0,0,20190311,20190322
3973,0,0,0,0,0,1,1,20190106,20190406
3900,1,1,1,1,1,0,0,20190211,20190405
117,1,1,1,1,1,1,1,20190106,20190406
3999,1,1,1,1,1,1,1,20190225,20190317
3903,1,1,1,1,1,1,1,20190106,20190406
144,1,1,1,1,1,1,1,20190205,20190222
3925,1,1,1,1,1,0,1,20190106,20190405
3899,1,1,1,1,1,0,1,20190205,20190222
3751,1,1,1,1,1,0,0,20190107,20190401
3714,1,1,1,1,1,0,0,20190107,20190405
3740,0,0,0,0,1,1,0,20190111,20190406
2103,1,1,1,1,1,1,1,20190106,20190406
3775,1,1,1,1,1,0,0,20190107,20190405
3730,1,1,1,1,1,0,1,20190106,20190405
3709,1,1,1,1,1,0,0,20190107,20190405
3831,1,1,1,1,1,0,1,20190121,20190222
3832,1,1,1,1,1,0,1,20190106,20190217
3747,1,1,1,1,1,0,0,20190121,20190222
3749,1,1,1,1,1,0,0,20190107,20190405
3748,1,1,1,1,1,0,0,20190107,20190405
3957,1,0,0,0,1,0,0,20190208,20190222
3959,0,1,1,1,0,0,0,20190205,20190221
3956,1,0,0,0,1,0,0,20190211,20190405
3960,0,1,1,1,0,0,0,20190226,20190404
3958,0,1,1,1,0,0,0,20190108,20190131
3985,0,0,0,0,0,0,1,20190106,20190331
3898,1,1,1,1,1,0,1,20190106,20190405
3901,1,1,1,1,1,0,0,20190211,20190405
4001,0,0,0,0,0,1,0,20190112,20190406
3969,0,0,0,0,0,0,1,20190106,20190331
3968,1,1,1,1,1,1,0,20190107,20190406
3984,1,1,1,1,1,0,0,20190107,20190405
3697,0,0,0,0,0,0,1,20190106,20190331
4718,1,1,1,1,1,0,0,20190319,20190405
4592,1,1,1,1,1,0,0,20190107,20190405
4830,1,1,1,1,1,1,1,20190106,20190318
4596,1,1,1,1,1,1,0,20190107,20190406
4585,1,1,1,1,1,0,1,20190106,20190405
4742,1,1,1,1,1,0,0,20190319,20190405
4717,1,1,1,1,1,0,0,20190107,20190318
4583,1,1,1,1,1,0,0,20190107,20190405
4589,0,0,0,0,0,1,1,20190106,20190406
4762,1,1,1,1,1,1,1,20190106,20190406
4761,1,1,1,1,1,0,0,20190319,20190405
4743,1,1,1,1,1,0,0,20190107,20190318
4610,1,1,1,1,1,1,0,20190107,20190406
4744,1,1,1,1,1,1,0,20190107,20190406
4618,1,1,1,1,1,1,1,20190106,20190406
4620,0,0,0,0,0,0,1,20190106,20190331
4728,0,0,0,0,0,1,0,20190112,20190316
4795,0,0,0,0,0,0,1,20190106,20190317
4799,1,1,1,1,1,0,1,20190106,20190318
4778,1,1,1,1,1,1,1,20190106,20190318
4729,0,0,0,0,0,1,0,20190323,20190406
4807,0,0,0,0,1,0,0,20190322,20190405
4808,1,1,1,1,0,0,0,20190319,20190404
4805,1,1,1,1,0,0,0,20190107,20190318
4806,0,0,0,0,1,0,0,20190111,20190315
4777,0,0,0,0,0,1,1,20190323,20190406
4802,1,1,1,1,1,1,0,20190107,20190405
4794,0,0,0,0,0,1,1,20190323,20190406
4764,1,1,1,1,1,1,0,20190107,20190318
4639,1,1,1,1,0,1,1,20190106,20190406
4750,0,0,0,0,0,0,1,20190106,20190331
4800,1,1,1,1,1,0,1,20190319,20190405
4832,0,0,0,0,1,0,1,20190322,20190405
4831,0,0,0,0,1,0,1,20190106,20190317
4732,0,0,0,0,0,0,1,20190324,20190331
4749,0,0,0,0,0,1,1,20190323,20190406
4751,1,1,1,1,1,0,0,20190218,20190405
4745,1,1,1,1,1,1,0,20190107,20190316
4752,1,1,1,1,1,1,1,20190106,20190317
4730,0,0,0,0,0,0,1,20190106,20190317
4746,1,1,1,1,1,0,0,20190225,20190405
4733,0,0,0,0,0,0,1,20190106,20190317
4756,1,1,1,1,1,0,0,20190319,20190405
4757,1,1,1,1,1,1,0,20190107,20190406
4644,0,0,0,0,1,0,1,20190106,20190405
4847,1,1,1,1,1,1,0,20190107,20190406
4763,1,1,1,1,1,1,0,20190319,20190406
4748,1,0,0,0,0,0,0,20190325,20190401
4747,0,0,0,0,0,0,1,20190106,20190317
2468,0,0,0,0,0,1,0,20190112,20190406
2537,1,1,1,1,1,0,1,20190106,20190405
2781,1,1,1,1,1,0,1,20190106,20190405
2744,1,1,1,1,1,0,1,20190106,20190405
2745,1,1,1,1,1,0,1,20190106,20190405
2740,1,1,1,1,1,1,1,20190106,20190406
2782,1,1,1,1,1,0,1,20190106,20190405
2739,1,1,1,1,1,1,1,20190106,20190406
2737,1,1,1,1,1,1,0,20190107,20190406
2961,1,1,1,1,0,1,1,20190107,20190406
2482,1,1,1,1,1,0,0,20190107,20190308
2706,1,1,1,1,1,0,0,20190325,20190405
2702,1,1,1,1,1,0,1,20190106,20190331
2718,1,1,1,1,1,0,1,20190106,20190331
2716,1,1,1,1,1,1,1,20190106,20190406
2481,1,1,1,1,0,1,1,20190106,20190406
2719,1,1,1,1,1,0,1,20190106,20190405
2981,1,1,1,1,1,0,0,20190107,20190405
2966,0,0,0,0,0,1,0,20190112,20190406
2707,1,1,1,1,1,1,1,20190106,20190406
2704,1,1,1,1,1,0,1,20190106,20190331
1648,1,1,1,1,1,0,0,20190311,20190405
2703,1,1,1,1,1,0,0,20190304,20190405
2510,0,0,0,0,0,0,1,20190106,20190331
2705,1,1,1,1,1,0,1,20190106,20190331
2525,1,1,1,1,1,1,0,20190107,20190406
2709,0,0,0,0,0,0,1,20190106,20190331
2710,1,1,1,1,1,0,1,20190106,20190331
2708,1,1,1,1,1,0,1,20190106,20190331
2970,0,0,0,0,0,0,1,20190113,20190331
1611,1,1,1,1,1,1,0,20190107,20190406
2881,0,0,0,0,0,1,0,20190209,20190406
2972,0,0,0,0,1,0,0,20190111,20190405
2974,1,1,1,1,0,0,1,20190106,20190404
2711,1,1,1,1,1,0,0,20190304,20190322
2907,1,1,1,1,1,0,0,20190107,20190405
2898,0,0,0,0,0,0,1,20190106,20190331
2986,0,0,0,0,0,0,1,20190113,20190331
2751,1,1,1,1,1,1,0,20190107,20190405
2521,0,0,0,0,0,1,0,20190112,20190406
2486,1,1,1,1,1,1,0,20190107,20190406
5214,1,1,1,1,1,1,1,20190106,20190406
1480,0,0,0,0,0,0,1,20190106,20190331
14288,0,0,0,0,1,1,1,20190106,20190406
7152,0,0,0,0,1,0,1,20190106,20190405
14286,1,1,1,1,1,1,1,20190106,20190406
2264,0,0,0,0,0,1,0,20190112,20190406
11778,0,0,0,0,0,1,1,20190106,20190406
7141,1,1,1,1,0,0,0,20190107,20190404
7019,1,1,1,1,1,1,0,20190107,20190406
7020,1,1,1,1,1,0,0,20190107,20190405
14289,1,1,1,1,0,1,0,20190107,20190406
7167,0,0,0,0,0,1,1,20190106,20190406
5215,0,0,0,0,0,1,1,20190106,20190406
14287,0,0,0,0,0,1,0,20190112,20190406
11782,0,0,0,0,0,0,1,20190106,20190331
2293,1,1,1,1,0,1,1,20190106,20190406
3052,1,1,1,1,1,0,0,20190107,20190308
4651,1,1,1,1,0,0,0,20190216,20190330
580,1,1,1,1,1,0,0,20190204,20190228
597,0,0,0,0,0,1,0,20190112,20190223
588,1,0,0,0,0,0,0,20190107,20190128
587,1,0,0,0,0,0,0,20190204,20190225
586,0,1,1,1,1,0,0,20190205,20190228
560,0,0,0,0,0,0,1,20190106,20190224
545,0,0,0,0,1,1,0,20190111,20190223
575,1,1,1,1,1,0,0,20190211,20190301
500,1,1,1,1,1,1,1,20190106,20190224
496,0,0,0,0,0,1,1,20190106,20190224
519,1,1,1,1,1,0,0,20190107,20190208
583,1,1,1,1,1,1,1,20190204,20190228
558,1,1,1,1,1,0,0,20190211,20190228
1265,0,0,0,0,0,1,1,20190106,20190224
1269,1,1,1,1,0,1,0,20190107,20190131
1268,1,1,1,1,0,1,0,20190204,20190228
524,0,0,0,0,0,1,1,20190106,20190224
505,1,1,1,1,1,1,0,20190107,20190228
526,1,1,1,1,1,1,1,20190106,20190228
521,1,1,1,1,1,0,0,20190107,20190228
555,1,1,1,1,1,0,1,20190106,20190228
554,0,0,0,0,1,0,1,20190106,20190224
518,0,0,0,0,0,0,1,20190106,20190224
550,0,0,0,0,1,0,0,20190111,20190222
570,1,1,1,1,0,0,0,20190311,20190314
511,0,0,0,0,0,1,0,20190112,20190223
547,1,1,1,1,1,0,1,20190106,20190228
1347,0,0,1,0,0,0,0,20190116,20190130
1406,1,1,1,1,0,0,0,20190318,20190404
1295,1,1,1,1,0,0,0,20190107,20190314
1294,0,0,0,0,0,1,0,20190112,20190406
1346,0,0,1,0,0,0,0,20190304,20190403
1464,0,0,0,0,0,1,0,20190209,20190406
1509,0,0,0,0,0,0,1,20190106,20190331
5099,1,1,1,1,1,1,0,20190107,20190316
1407,1,1,1,1,1,1,0,20190318,20190406
1282,0,0,0,0,0,1,0,20190114,20190203
1289,1,1,1,1,1,1,0,20190107,20190316
1292,1,1,1,1,1,1,0,20190107,20190406
1410,1,1,1,1,1,1,0,20190107,20190406
1283,0,0,0,0,0,1,0,20190112,20190406
1412,1,1,1,1,1,1,0,20190107,20190406
1349,1,1,1,1,1,0,0,20190211,20190328
1348,1,1,1,1,1,0,0,20190107,20190210
1355,1,1,1,1,1,1,1,20190211,20190328
1403,0,0,0,0,0,0,1,20190106,20190210
1375,0,0,0,0,0,0,1,20190217,20190324
1357,1,1,1,1,1,0,1,20190106,20190210
1449,1,0,0,0,0,0,0,20190211,20190325
1358,1,1,1,1,1,0,1,20190211,20190328
1354,1,1,1,1,1,1,1,20190106,20190210
1018,1,1,1,1,1,1,0,20190211,20190328
1353,1,1,1,1,1,1,0,20190107,20190210
1359,1,1,1,1,1,1,0,20190107,20190210
1448,0,1,1,1,1,1,0,20190212,20190328
1450,0,1,1,1,1,1,0,20190108,20190202
1402,1,1,1,1,1,1,0,20190211,20190323
1352,1,1,1,1,1,0,0,20190211,20190322
1401,0,0,0,0,0,1,0,20190112,20190210
1350,0,0,0,0,0,1,0,20190112,20190210
1356,0,0,0,0,0,1,0,20190216,20190323
1372,1,1,1,1,1,1,1,20190106,20190210
1351,1,1,1,1,1,0,0,20190107,20190210
1391,1,1,1,1,1,1,1,20190211,20190324
1371,1,1,1,1,1,1,1,20190211,20190324
1373,0,0,0,1,1,0,0,20190321,20190322
1390,1,1,1,1,1,0,0,20190114,20190208
406,1,1,1,1,1,0,0,20190107,20190208
1304,0,0,0,0,1,0,0,20190111,20190322
1422,1,1,1,1,0,1,1,20190106,20190324
1420,1,1,1,1,1,1,0,20190107,20190323
1468,1,1,1,1,1,1,1,20190106,20190324
1299,1,1,1,1,1,1,1,20190106,20190324
442,1,1,1,1,1,0,0,20190107,20190322
1272,0,0,0,0,0,1,1,20190106,20190324
1414,1,1,1,1,1,1,0,20190107,20190323
1458,1,1,1,1,1,1,1,20190106,20190324
1433,1,1,1,1,1,0,0,20190325,20190405
1447,0,0,0,0,1,0,0,20190329,20190405
1431,1,1,1,1,1,0,0,20190304,20190405
1451,1,1,1,1,1,0,0,20190304,20190406
1429,1,1,1,1,1,1,1,20190325,20190406
440,0,0,0,0,0,0,1,20190106,20190324
1297,1,1,1,1,1,0,0,20190107,20190322
1300,1,1,1,1,1,1,0,20190107,20190323
1288,1,1,1,1,1,0,0,20190107,20190301
743,0,0,0,0,0,1,0,20190112,20190323
1280,1,1,1,1,1,1,0,20190107,20190323
1466,1,1,1,1,1,0,0,20190325,20190405
1423,1,1,1,1,1,0,0,20190304,20190406
1453,1,1,1,1,1,0,0,20190304,20190405
1432,1,1,1,1,1,0,0,20190218,20190308
1457,0,0,0,0,0,1,1,20190316,20190317
1455,1,1,1,1,1,0,0,20190107,20190405
1306,1,1,1,1,1,0,0,20190107,20190405
815,1,1,1,1,1,0,0,20190218,20190303
761,1,1,1,1,1,0,0,20190218,20190303
669,1,1,1,1,1,1,1,20190106,20190406
771,0,0,0,0,1,1,1,20190106,20190406
760,1,1,1,1,1,1,0,20190107,20190406
823,0,0,0,0,0,1,0,20190211,20190317
993,1,1,1,1,1,1,1,20190121,20190406
1107,1,1,1,1,1,0,0,20190107,20190405
759,1,1,1,1,1,0,0,20190107,20190405
770,1,1,1,1,1,0,0,20190218,20190301
850,0,0,0,0,0,0,1,20190106,20190331
851,0,0,0,0,0,0,1,20190106,20190331
1104,1,1,1,1,1,1,1,20190211,20190303
899,0,0,0,0,0,1,0,20190211,20190317
773,1,1,1,1,1,0,0,20190107,20190405
1021,0,0,0,0,0,0,1,20190106,20190331
967,0,0,0,0,0,1,0,20190211,20190303
605,1,1,1,1,1,0,0,20190107,20190405
1180,0,0,0,0,0,1,1,20190106,20190406
1182,1,1,1,1,1,0,0,20190107,20190405
57,1,1,1,1,1,0,0,20190311,20190315
962,0,0,0,0,0,0,1,20190106,20190331
966,1,1,1,1,1,0,0,20190114,20190210
964,0,0,0,0,0,1,1,20190211,20190303
961,0,0,0,0,0,0,1,20190106,20190331
777,1,1,1,1,1,0,1,20190106,20190405
960,0,0,0,0,0,1,0,20190112,20190406
991,1,1,1,1,1,0,0,20190114,20190210
895,0,0,0,0,0,1,0,20190119,20190126
951,1,1,1,1,1,1,1,20190128,20190217
998,1,1,1,1,1,1,0,20190107,20190406
606,1,1,1,1,1,0,0,20190107,20190405
812,0,0,1,0,0,0,0,20190109,20190127
813,1,1,1,1,1,0,0,20190107,20190322
783,1,1,1,1,1,0,0,20190128,20190224
658,1,1,1,1,1,1,1,20190106,20190406
781,1,1,1,1,1,1,0,20190107,20190406
1118,1,1,1,1,1,0,0,20190121,20190224
793,0,0,0,0,0,0,1,20190113,20190331
1114,1,1,1,1,1,0,0,20190107,20190111
687,0,0,0,0,0,1,0,20190112,20190406
1115,0,0,0,0,0,1,0,20190112,20190406
903,1,1,1,1,1,0,0,20190107,20190111
904,1,1,1,1,1,1,1,20190112,20190406
902,1,1,1,1,1,1,0,20190112,20190406
1124,1,1,1,1,1,0,0,20190114,20190201
1125,1,1,1,1,1,0,0,20190304,20190324
802,0,0,0,0,0,1,0,20190112,20190323
1123,1,1,1,1,1,0,0,20190107,20190111
681,0,0,0,0,0,1,1,20190106,20190406
602,1,1,1,1,1,0,0,20190107,20190405
694,1,1,1,1,1,0,1,20190106,20190405
795,1,1,1,1,1,0,1,20190113,20190405
671,1,1,1,1,1,1,1,20190106,20190203
869,1,1,1,1,1,0,0,20190204,20190315
614,1,1,1,1,1,0,0,20190107,20190203
873,1,1,1,1,1,0,0,20190204,20190315
1177,1,1,1,1,1,1,0,20190107,20190203
1179,0,0,0,0,0,0,1,20190204,20190317
1054,1,1,1,1,0,0,1,20190106,20190404
1032,1,1,1,1,1,1,0,20190107,20190406
814,1,1,1,1,1,0,0,20190401,20190405
618,1,1,1,1,1,0,0,20190107,20190329
1025,1,1,1,1,1,1,1,20190106,20190406
1015,1,1,1,1,1,0,0,20190107,20190405
1017,1,1,1,1,1,0,1,20190106,20190405
1024,1,1,1,1,1,1,0,20190107,20190406
1028,1,1,1,1,1,1,1,20190106,20190406
1023,1,1,1,1,1,0,0,20190107,20190329
1103,0,0,0,0,1,0,1,20190210,20190405
1042,1,1,1,1,1,1,1,20190106,20190406
1041,0,0,0,0,0,1,0,20190112,20190406
1045,1,1,1,1,1,0,1,20190106,20190405
1036,1,0,0,0,0,0,0,20190107,20190401
738,1,1,1,1,1,1,1,20190106,20190406
742,1,1,1,1,1,1,0,20190107,20190406
752,1,1,1,1,1,1,1,20190106,20190406
739,1,1,1,1,0,0,1,20190106,20190404
740,0,0,0,0,1,0,0,20190215,20190405
749,0,0,0,0,0,1,1,20190106,20190406
746,1,1,1,1,1,0,0,20190107,20190405
676,1,1,1,1,1,0,0,20190107,20190329
1098,1,1,1,1,0,0,0,20190107,20190404
1097,0,0,0,0,1,0,0,20190111,20190405
1139,1,1,1,1,1,0,1,20190106,20190405
702,1,1,1,1,1,0,0,20190107,20190405
745,0,0,0,0,0,1,0,20190330,20190406
753,1,1,1,1,1,0,0,20190218,20190301
754,1,1,1,1,1,0,0,20190107,20190329
872,1,1,1,1,1,0,0,20190107,20190405
608,0,0,0,0,0,1,1,20190106,20190406
623,1,1,1,1,1,1,1,20190106,20190406
666,0,1,1,1,1,0,0,20190108,20190405
688,1,1,1,1,1,1,0,20190107,20190406
601,1,1,1,1,1,0,0,20190107,20190405
609,0,0,0,0,0,1,1,20190106,20190406
632,1,1,1,1,1,0,0,20190107,20190405
653,0,1,1,1,1,0,0,20190108,20190405
647,0,0,0,0,0,1,0,20190112,20190406
985,1,1,1,0,1,1,0,20190204,20190406
982,1,1,1,0,1,1,0,20190107,20190202
628,1,1,1,1,1,1,1,20190106,20190406
664,0,0,0,0,0,0,1,20190106,20190331
970,0,0,0,0,0,0,1,20190106,20190331
652,0,0,0,0,0,1,0,20190112,20190406
650,0,0,0,0,0,1,1,20190106,20190406
975,1,1,1,0,1,0,1,20190106,20190405
981,1,1,1,1,0,0,0,20190107,20190404
948,0,0,0,1,0,0,0,20190110,20190328
1120,1,1,1,1,1,1,0,20190107,20190406
697,1,1,1,0,1,1,0,20190107,20190406
880,1,0,1,1,1,1,0,20190107,20190406
881,0,1,0,0,0,0,0,20190108,20190402
1084,1,0,1,1,1,1,0,20190107,20190406
935,0,0,0,0,0,0,1,20190106,20190203
936,0,0,0,0,0,0,1,20190210,20190331
736,1,1,1,1,1,0,0,20190401,20190405
735,1,1,1,1,1,1,1,20190106,20190406
604,1,1,1,1,1,1,0,20190107,20190406
710,1,1,1,0,1,0,0,20190107,20190405
1176,1,0,1,1,1,1,0,20190107,20190406
1030,0,1,1,1,1,0,0,20190115,20190308
988,0,0,1,0,0,0,0,20190109,20190327
987,0,0,0,1,0,0,0,20190221,20190228
986,0,0,1,1,0,0,0,20190109,20190328
990,0,0,1,1,0,0,0,20190109,20190328
2343,1,1,1,1,1,0,0,20190107,20190111
2337,1,1,1,1,1,0,0,20190118,20190405
2411,1,1,1,1,0,0,0,20190107,20190131
2412,1,1,1,1,0,0,0,20190107,20190124
2348,1,1,1,1,1,0,0,20190107,20190111
2346,1,1,1,1,1,1,0,20190114,20190406
2347,1,1,1,1,1,1,0,20190107,20190112
2350,1,1,1,1,1,1,1,20190114,20190406
1173,1,1,1,1,1,1,1,20190106,20190113
2355,0,0,0,0,1,1,1,20190106,20190113
2354,1,1,1,1,1,1,1,20190118,20190406
2358,1,1,1,1,1,0,0,20190118,20190405
2362,0,0,0,0,1,0,0,20190111,20190125
2361,1,1,1,1,0,0,0,20190107,20190124
2360,1,1,1,1,1,0,0,20190128,20190405
2352,1,1,1,1,1,0,1,20190106,20190113
2351,1,1,1,1,1,0,1,20190114,20190405
2356,1,1,1,1,1,0,0,20190114,20190405
2283,1,1,1,1,1,0,0,20190107,20190405
2363,1,1,1,1,1,0,0,20190107,20190111
2252,1,1,1,1,1,0,0,20190204,20190405
585,1,1,1,1,1,0,0,20190107,20190201
801,1,1,1,1,1,0,0,20190107,20190111
2255,1,1,1,1,1,0,0,20190114,20190405
1656,1,1,1,1,1,0,0,20190318,20190405
1691,1,1,1,1,1,0,0,20190107,20190310
1692,1,1,1,1,1,0,0,20190312,20190329
1714,0,0,0,0,0,0,1,20190317,20190331
2446,0,0,0,0,0,0,1,20190106,20190310
1739,1,1,1,1,0,0,0,20190312,20190328
1738,1,1,1,1,0,0,0,20190107,20190310
1716,0,0,0,0,0,1,0,20190316,20190330
1737,0,0,0,0,0,1,0,20190112,20190406
2243,1,1,1,1,1,0,0,20190107,20190315
1702,0,0,0,0,0,1,1,20190106,20190406
1703,0,0,0,0,0,1,1,20190316,20190331
1701,1,1,1,1,1,0,0,20190107,20190310
2457,1,1,1,1,1,1,0,20190312,20190330
1789,1,1,1,1,1,0,0,20190114,20190405
2455,1,1,1,1,1,1,0,20190107,20190310
2438,1,1,1,1,0,0,0,20190204,20190310
1731,0,0,0,0,1,0,0,20190208,20190310
2236,1,0,0,0,1,0,0,20190318,20190322
2330,1,0,0,0,1,0,0,20190311,20190315
2416,1,1,1,1,1,0,0,20190107,20190405
2306,1,1,1,1,1,0,0,20190114,20190405
2299,1,1,1,1,1,0,0,20190204,20190405
2318,1,1,1,1,1,0,0,20190114,20190405
2258,1,1,1,1,1,0,0,20190107,20190405
2279,1,1,1,1,1,1,0,20190112,20190406
2269,1,1,1,1,0,0,1,20190106,20190404
2247,0,0,0,0,0,1,1,20190106,20190303
2250,0,0,0,0,0,1,0,20190112,20190302
5284,1,1,1,1,1,0,0,20190114,20190203
5287,1,1,1,1,1,0,0,20190114,20190131
5330,1,1,0,1,0,0,0,20190107,20190124
4330,0,0,0,0,0,1,1,20190225,20190317
4446,1,0,0,0,0,0,1,20190303,20190318
4387,0,0,0,0,0,0,1,20190303,20190317
2182,0,0,1,0,0,0,0,20190109,20190220
2155,1,1,1,1,0,0,0,20190114,20190117
2094,1,1,1,1,1,0,0,20190107,20190322
2175,0,0,0,0,0,1,0,20190119,20190202
2183,1,1,1,1,1,0,0,20190107,20190322
2185,0,0,1,0,0,0,0,20190109,20190320
2059,1,1,1,1,1,0,0,20190114,20190201
2064,1,1,1,1,1,0,0,20190114,20190201
2231,0,0,1,0,0,0,0,20190116,20190123
3140,1,1,1,1,1,0,0,20190218,20190322
1252,1,1,1,1,0,0,0,20190218,20190404
234,0,0,0,0,0,1,0,20190112,20190223
1207,1,1,1,1,1,0,0,20190107,20190228
1203,0,0,0,0,0,1,0,20190112,20190223
1254,1,1,1,1,0,0,0,20190225,20190228
201,1,1,1,1,1,0,0,20190107,20190222
1215,1,1,1,1,1,0,0,20190107,20190322
1208,1,1,1,1,1,0,1,20190106,20190228
1259,1,1,1,1,1,0,1,20190106,20190228
1216,0,0,0,0,0,1,0,20190112,20190323
1255,0,0,0,0,0,1,0,20190112,20190202
458,0,0,0,0,0,1,0,20190209,20190223
1249,0,0,0,0,0,1,1,20190106,20190224
1217,1,0,0,0,0,0,0,20190107,20190211
549,1,1,1,1,1,0,0,20190107,20190228
1211,1,0,0,0,1,0,0,20190107,20190225
529,1,1,1,1,1,0,0,20190107,20190222
1221,1,1,1,1,0,0,0,20190107,20190228
528,1,1,1,1,0,0,0,20190211,20190228
1201,1,1,1,1,1,0,0,20190107,20190215
3782,1,1,1,1,1,0,0,20190304,20190329
3983,1,1,1,1,1,0,0,20190107,20190405
3720,1,1,1,1,1,0,0,20190107,20190405
3977,1,1,1,1,1,0,0,20190107,20190405
3995,0,0,0,0,0,0,1,20190106,20190331
4002,1,1,1,1,1,0,0,20190107,20190405
3946,1,1,1,1,1,0,0,20190107,20190405
3807,1,1,1,1,1,0,0,20190128,20190217
3804,1,1,1,1,1,0,0,20190107,20190405
3803,1,1,1,1,1,0,0,20190107,20190405
3808,1,1,1,1,1,0,0,20190128,20190217
3780,1,1,1,1,1,0,0,20190107,20190322
3778,1,1,1,1,1,0,0,20190107,20190322
3865,0,0,0,1,0,0,0,20190110,20190314
3864,1,1,1,0,1,0,1,20190106,20190405
3941,1,1,1,1,0,0,0,20190128,20190217
3942,1,1,1,1,1,0,0,20190107,20190321
3944,0,0,0,0,1,0,0,20190315,20190322
